Name,Party,Year,State,District,Incumbent,Winner,Raised,Spent,Cash on Hand,Individual Contributions,Small Individual Contributions,Large Individual Contributions,PAC Contributions,Candidate self-financing,Other,Full Disclosure,Incomplete Disclosure,No Disclosure
Bob Latta,R,2012,OH,05,True,True,1111742,1284548,53388,,97018,451601,562268,0,855,417411,3250,13050
Angela Kay Zimmann,D,2012,OH,05,False,False,475155,471028,4127,,115242,294552,59147,0,6214,203868,1500,2150
Bill Johnson,R,2012,OH,06,True,True,2026754,2007027,22494,,117382,877356,974234,0,57782,928761,3000,500
Charlie Wilson,D,2012,OH,06,False,False,1327727,1407857,2917,,63182,331575,500191,409000,23779,320656,500,4750
Warren Bruce Taylor,I,2012,OH,06,False,False,8546,8519,27,,0,0,0,8546,0,0,0,0
Bob Gibbs,R,2012,OH,07,True,True,1550088,1347806,234652,,61172,616712,815386,0,56818,615120,3500,1292
Joyce Healy-Abrams,D,2012,OH,07,False,False,915627,905263,10364,,82857,262148,271084,295150,4388,240782,2500,1000
John Boehner,R,2012,OH,08,True,True,22024288,21197801,952828,,5868055,3533841,2430850,0,10191543,11792256,191445,789234
Marcy Kaptur,D,2012,OH,09,True,True,1150009,1588127,128696,,71053,369406,706300,0,3250,310603,2000,3250
Joe Wurzelbacher,R,2012,OH,09,False,False,426363,421873,4491,,270921,100837,9000,0,45606,77422,15550,0
Michael R Turner,R,2012,OH,10,True,True,1232450,1099375,272371,,32164,757910,441115,0,1261,579075,2500,173595
Sharen Neuhardt,D,2012,OH,10,False,False,581391,583102,1879,,66463,398123,80760,31124,4921,377136,1000,5950
Marcia Fudge,D,2012,OH,11,True,True,689197,711755,200103,,30756,129398,504378,0,24666,119653,0,5850
Pat Tiberi,R,2012,OH,12,True,True,3375830,2505567,1569010,,0,1334659,2022849,0,18322,1268448,1650,1800
James Reese,D,2012,OH,12,False,False,25393,25180,213,,6875,8700,7150,0,2668,8250,0,250
Tim Ryan,D,2012,OH,13,True,True,991385,983820,125451,,43558,337597,605669,0,4561,321776,950,8250
Marisha Agana,R,2012,OH,13,False,False,52894,49957,2937,,14290,28179,285,10050,90,27108,0,250
David P Joyce,R,2012,OH,14,False,True,952655,672204,280451,,38455,587550,292050,25000,9600,576650,9500,0
David Macko,L,2012,OH,14,False,False,11297,11297,0,,205,2500,4000,4550,42,0,0,0
Elaine Mastromatteo,3,2012,OH,14,False,False,1574,1680,0,,0,1400,0,174,0,1000,0,0
Steve Stivers,R,2012,OH,15,True,True,2748358,2541561,216863,,40377,1228215,1450228,0,29538,1220742,3100,4425
Patrick Lang,D,2012,OH,15,False,False,109744,104440,-1521,,37435,42042,17600,750,11917,34475,1750,0
Jim Renacci,R,2012,OH,16,True,True,3274194,3284373,39818,,152946,1460505,1548882,2500,109361,1415528,3250,27229
Betty Sue Sutton,D,2012,OH,16,True,False,2523935,2553499,7794,,446206,1001847,1052121,0,23761,727872,11206,6350
James Bridenstine,R,2012,OK,01,False,True,781983,767459,14790,,71359,497955,210647,200,1823,482813,2250,12550
John Olson,D,2012,OK,01,False,False,326147,322254,3892,,75323,225424,25200,0,199,155548,500,8750
Markwayne Mullin,R,2012,OK,02,False,True,1704561,1681458,23102,,59628,1053868,308290,264926,17849,1134220,12892,0
Rob Wallace,D,2012,OK,02,False,False,1220586,1200586,0,,66634,881341,244555,0,28056,762375,15350,33800
Frank D Lucas,R,2012,OK,03,True,True,1622078,1663974,158669,,56407,428210,1104033,0,33427,420094,250,4250
Tim Murray,D,2012,OK,03,False,False,508,508,0,,34,301,0,0,174,300,0,0
Tom Cole,R,2012,OK,04,True,True,1016546,773950,792630,,24253,551783,428452,0,12058,484881,1500,17550
Donna Bebo,D,2012,OK,04,False,False,28844,28845,0,,12780,7065,0,7147,1852,5255,0,0
James Lankford,R,2012,OK,05,True,True,1155959,815427,429829,,59416,730278,363675,120,2470,759956,2000,9250
Tom Guild,D,2012,OK,05,False,False,151633,151633,0,,25915,24773,100,100100,745,16945,0,0
Suzanne Bonamici,D,2012,OR,01,True,True,2488256,2280582,207674,,407003,1073147,751600,201664,54842,948171,9000,1250
Delinda Morgan,R,2012,OR,01,False,False,24315,25252,1853,,0,10763,500,9591,14224,6219,0,0
Greg Walden,R,2012,OR,02,True,True,2736873,2395608,962599,,145812,924951,1651213,0,14898,857574,250,0
Joyce B Segers,D,2012,OR,02,False,False,34071,34001,0,,17861,7575,0,300,8335,4450,0,0
Earl Blumenauer,D,2012,OR,03,True,True,1185142,981706,632645,,49595,302408,774957,0,58182,394809,1800,1500
Ronald Green,R,2012,OR,03,False,False,12885,16871,-3807,,370,760,0,11731,24,750,0,0
Peter DeFazio,D,2012,OR,04,True,True,1333331,1401802,126040,,370568,332346,611805,0,18613,175113,0,500
Art Robinson,R,2012,OR,04,False,False,1212008,1232049,1524,,411345,718997,17150,64257,258,501402,12800,72625
Kurt Schrader,D,2012,OR,05,True,True,1750144,1167997,590364,,146814,539677,1051443,0,12210,408454,0,800
Fred Thompson,R,2012,OR,05,False,False,33207,33207,0,,6956,23237,2900,110,4,22336,0,0
Bob Casey,D,2012,PA,S2,True,True,14112753,14342086,110002,,940289,8643742,3051934,0,1072475,8145100,47000,100100
Tom Smith,R,2012,PA,S2,False,False,21299108,21206326,92784,,1662645,2921559,318373,16272361,124168,2466506,36300,87075
Robert A. Brady,D,2012,PA,01,True,True,746273,870046,578058,,10435,383175,339490,0,13173,336250,1400,1000
John Featherman,R,2012,PA,01,False,False,8932,8932,0,,3292,2100,3500,0,40,2100,0,0
Chaka Fattah,D,2012,PA,02,True,True,554638,525952,29869,,17645,195854,340100,0,1039,189904,0,1500
Robert Allen Mansfield,R,2012,PA,02,False,False,12186,11274,912,,686,1400,5100,0,5000,750,0,250
Mike Kelly,R,2012,PA,03,True,True,1135644,1080095,36264,,85526,513832,530915,0,5371,498822,6300,3300
Melissa Eaton,D,2012,PA,03,False,False,251337,243535,7802,,72904,101644,76788,0,0,64559,0,0
Steve Porter,I,2012,PA,03,False,False,7482,6032,1450,,631,500,0,6351,0,0,0,500
Scott Perry,R,2012,PA,04,False,True,519958,519610,348,,35106,215475,251082,15000,3296,194162,12650,500
Harry Perkinson,D,2012,PA,04,False,False,86338,86338,0,,18111,37905,4401,17108,8813,30350,0,0
Mike Koffenberger,L,2012,PA,04,False,False,4470,4254,212,,720,3750,0,0,0,3750,0,0
Glenn Thompson,R,2012,PA,05,True,True,1263885,1262547,100576,,97064,707819,458331,0,671,657062,26933,7200
Charles Dumas,D,2012,PA,05,False,False,35222,35794,-172,,13062,5520,3000,12290,1350,5100,0,0
Jim Gerlach,R,2012,PA,06,True,True,2234892,2108953,254009,,62231,797785,1355372,0,19504,782998,2750,0
Manan Trivedi,D,2012,PA,06,False,False,1308552,1331021,1053,,262354,769116,212076,12767,52241,731439,4550,9228
Patrick Meehan,R,2012,PA,07,True,True,2589845,1627729,1007477,,63775,1274872,1241184,154,9860,1224354,17600,12742
George Badey,D,2012,PA,07,False,False,551275,549346,1929,,57187,263243,105250,122348,3247,228985,8200,13750
Michael G Fitzpatrick,R,2012,PA,08,True,True,2672027,2586004,114083,,145908,1406160,1087852,0,32107,1292639,4050,13150
Kathryn Boockvar,D,2012,PA,08,False,False,1450691,1443331,7360,,338833,752026,308484,16000,35347,631736,4250,4750
Bill Shuster,R,2012,PA,09,True,True,1674736,1483252,284859,,21690,720199,919345,0,13503,627446,0,94850
Karen Ramsburg,I,2012,PA,09,False,False,15015,14974,39,,5227,7235,0,2253,300,5035,0,1250
Tom Marino,R,2012,PA,10,True,True,822420,815149,16455,,49180,374260,397645,0,1334,365790,2500,750
Philip Scollo,D,2012,PA,10,False,False,190887,182351,8535,,35796,111943,38449,0,4699,101255,0,500
Lou Barletta,R,2012,PA,11,True,True,1334027,1335285,7897,,192757,512557,606970,0,21743,466713,2400,5970
Gene Stilp,D,2012,PA,11,False,False,63296,65232,-18246,,19337,39629,0,4700,0,44866,250,12349
Mark Critz,D,2012,PA,12,True,False,2600190,2605184,3896,,75973,1182636,1266854,30800,43928,1129991,5700,2000
Keith J Rothfus,R,2012,PA,12,False,True,1987085,1993455,16028,,150603,1349482,478925,0,8076,1111381,1500,160553
Allyson Schwartz,D,2012,PA,13,True,True,2910725,1203041,3112778,,115141,1553286,1190574,0,51725,1484163,16200,18650
Joe Rooney,R,2012,PA,13,False,False,172972,172422,550,,26876,89670,12080,41271,3075,85995,0,1000
Mike Doyle,D,2012,PA,14,True,True,870614,757649,213582,,8493,231420,619739,25,10937,212470,0,6150
Hans F Lessmann,R,2012,PA,14,False,False,38920,32719,8696,,4995,25850,8000,25,50,21450,0,0
Charlie Dent,R,2012,PA,15,True,True,1706451,1511724,235006,,64863,817581,817614,0,6393,806510,4750,1000
Rick Daugherty,D,2012,PA,15,False,False,45806,45431,350,,13616,17730,9565,304,4590,12600,0,1480
Carl C Edwards,I,2012,PA,15,False,False,734,1878,0,,1,0,0,733,0,0,0,0
Joe Pitts,R,2012,PA,16,True,True,1312424,1208911,183946,,39861,252762,1016335,0,3466,241335,8000,0
Aryanna Strader,D,2012,PA,16,False,False,85089,85079,9,,27236,38716,7200,11937,0,35205,0,0
John Murphy,I,2012,PA,16,False,False,12186,14291,-1960,,986,500,0,10700,0,500,0,0
Matt Cartwright,D,2012,PA,17,False,True,1361753,1304274,57479,,64724,697835,204639,390000,4555,661468,6750,12000
Laureen Cummings,R,2012,PA,17,False,False,35785,27107,8473,,11151,20422,3300,619,498,13490,4984,0
Tim Murphy,R,2012,PA,18,True,True,2386295,2649102,121283,,83628,1033626,1243753,0,25289,985698,4800,45550
Larry Maggi,D,2012,PA,18,False,False,620205,608401,11804,,48220,422497,90885,56054,2550,382877,5000,18300
Sheldon Whitehouse,D,2012,RI,S1,True,True,4883464,4933336,817178,,234723,2582969,1487652,0,467479,3216868,12333,35177
Barry Hinckley,R,2012,RI,S1,False,False,1733869,1667195,8559,,126227,1405995,44900,150000,6747,1450227,27000,59185
David Cicilline,D,2012,RI,01,True,True,2394677,2415518,16721,,157014,1561480,645731,0,30452,1454021,1500,39800
Brendan P Doherty,R,2012,RI,01,False,False,1528836,1477749,57557,,262947,988303,207710,50000,19876,832011,1240,112411
Jim Langevin,D,2012,RI,02,True,True,1103439,1131248,150118,,52533,506064,526904,0,17938,496252,0,250
Michael G Riley,R,2012,RI,02,False,False,1001714,999138,2575,,24424,105989,1600,865200,4501,101628,1000,1250
Tim Scott,R,2012,SC,01,True,True,1680567,1363197,394213,,17002,902353,738714,0,22497,814251,46600,1000
Bobbie Rose,D,2012,SC,01,False,False,157767,156911,856,,35446,32658,63000,25125,1538,29850,250,500
Joe Wilson,R,2012,SC,02,True,True,1030165,1030536,5179,,189203,367195,416260,0,57507,339231,4250,5000
Jeff Duncan,R,2012,SC,03,True,True,698728,598247,132042,,40840,204531,433950,0,19407,175892,5500,20150
Brian Doyle,D,2012,SC,03,False,False,18372,17965,12,,0,665,0,18469,-762,500,0,0
Trey Gowdy,R,2012,SC,04,True,True,728767,533278,270957,,31262,239005,437254,0,21248,240924,1250,2450
Deb Morrow,D,2012,SC,04,False,False,4190,200,7703,,0,3690,0,0,1125,950,0,0
Mick Mulvaney,R,2012,SC,05,True,True,798055,692430,171682,,35705,335968,411823,0,14559,333523,2750,35975
Joyce Knott,D,2012,SC,05,False,False,34641,32719,1922,,10015,17100,1250,3480,2796,9925,0,0
James E Clyburn,D,2012,SC,06,True,True,2388048,2223870,1233310,,24970,477898,1884202,0,978,469240,1200,0
Tom Rice,R,2012,SC,07,False,True,1428114,1321360,106754,,48539,1021122,286350,69500,2604,1003677,4500,23050
Gloria Bromell-Tinubu,D,2012,SC,07,False,False,625273,625243,30,,64671,135988,82500,336230,5883,122004,1059,3608
Kristi Noem,R,2012,SD,01,True,True,2811274,2688180,133795,,291886,1481608,973985,0,63795,1534724,6450,66350
Matt Varilek,D,2012,SD,01,False,False,983834,979601,4233,,254457,585997,73553,0,69828,493522,3250,7800
Bob Corker,R,2012,TN,S1,True,True,14412168,8472064,5676609,,319297,8413973,3311207,500000,370087,9615270,120290,43525
Shaun Crowell,L,2012,TN,S1,False,False,30454,29151,509,,11634,1845,700,16274,0,400,0,0
Phil Roe,R,2012,TN,01,True,True,706756,511316,389641,,65552,640180,0,0,1024,615230,500,17000
Alan P Woodruff,D,2012,TN,01,False,False,24171,23156,95,,1621,550,0,22000,0,550,0,0
John J Duncan Jr.,R,2012,TN,02,True,True,650922,548501,1569584,,9119,140425,471749,0,29629,133500,0,2000
Troy Goodale,D,2012,TN,02,False,False,14229,15061,106,,5506,1500,1999,4623,601,1500,0,0
Chuck Fleischmann,R,2012,TN,03,True,True,1412229,1398210,21215,,19051,831461,556455,0,5262,766109,8700,52100
Mary Margaret Headrick,D,2012,TN,03,False,False,118782,116623,2160,,4377,66061,6400,41945,0,49522,0,0
Scott Desjarlais,R,2012,TN,04,True,True,1260459,1266554,9337,,32032,721116,476178,0,31133,709149,0,0
Eric Stewart,D,2012,TN,04,False,False,710407,700575,9831,,112879,399983,192340,0,5205,353569,4600,2000
Jim Cooper,D,2012,TN,05,True,True,1213185,664008,693328,,100359,737893,358654,0,16279,710440,2150,1050
Brad Staats,R,2012,TN,05,False,False,46183,45440,744,,3790,33911,0,8459,23,32705,0,0
John P Miglietta,I,2012,TN,05,False,False,540,1038,38,,372,37,0,128,2,,,
Diane Black,R,2012,TN,06,True,True,2437230,2153238,319545,,50410,862880,1178331,304523,41086,605757,0,286973
Marsha Blackburn,R,2012,TN,07,True,True,1779731,1408633,1220156,,65606,580610,1130803,0,2712,541687,2650,18050
Jack Todd Arnold,I,2012,TN,07,False,False,20418,20415,0,,2451,9669,0,8095,203,7773,0,0
Steve Fincher,R,2012,TN,08,True,True,2251746,911703,1449567,,46170,1288232,886586,0,30759,1331039,9250,119000
Timothy D Dixon,D,2012,TN,08,False,False,26673,26673,0,,0,10711,1000,14572,1390,9350,0,5400
James L Hart,3,2012,TN,08,False,False,4159,3853,1607,,0,0,0,4155,4,0,0,0
Steve Cohen,D,2012,TN,09,True,True,831886,820327,800407,,34244,308768,482822,0,6052,300893,1500,2725
George S. Flinn Jr.,R,2012,TN,09,False,False,1593376,1568657,30570,,5009,50490,3500,1530000,4377,39490,0,0
Ted Cruz,R,2012,TX,S2,False,True,14511279,14031864,479413,,2343838,9700522,1399665,843000,224251,8585452,176450,1225715
Paul Sadler,D,2012,TX,S2,False,False,705026,510439,194584,,257287,327334,101193,1210,18001,293201,500,1000
Michael Louis George,3,2012,TX,S2,False,False,86479,86477,0,,0,0,0,86479,0,0,0,0
John Jay Myers,L,2012,TX,S2,False,False,15340,15340,0,,5056,9691,0,40,553,9050,0,0
Louis B Gohmert Jr.,R,2012,TX,01,True,True,742347,759162,96736,,57014,557516,118809,0,9008,526537,3250,14450
Shirley McKellar,D,2012,TX,01,False,False,52937,52774,162,,3770,45416,0,0,3750,33364,0,0
Ted Poe,R,2012,TX,02,True,True,966271,480982,1432599,,69907,528042,368700,0,-378,493905,8500,28050
Jim Dougherty,D,2012,TX,02,False,False,48169,45945,2223,,15383,18102,4007,8077,2600,17425,0,0
Elden Monk,I,2012,TX,02,False,False,4717,4716,0,,200,2700,0,1817,0,1700,0,0
Mark Roberts,3,2012,TX,02,False,False,650,420,234,,300,250,0,100,0,0,0,250
Sam Johnson,R,2012,TX,03,True,True,1136768,972691,796987,,57152,401185,678110,0,322,412833,250,0
Ralph Hall,R,2012,TX,04,True,True,563641,598127,48967,,9110,225655,319758,8790,328,201304,500,7450
Jeb Hensarling,R,2012,TX,05,True,True,3017392,2583174,1883788,,95923,1434725,1473797,0,12947,1415484,3000,1500
Linda Mrosko,D,2012,TX,05,False,False,7844,7843,0,,320,7524,0,844,0,4690,0,0
Joe Barton,R,2012,TX,06,True,True,1535592,2152616,905927,,20560,495048,754042,0,265943,524108,0,7550
Kenneth Sanders,D,2012,TX,06,False,False,145117,135452,455,,19691,31152,5150,89125,0,7690,0,12450
Hugh Chauvin,L,2012,TX,06,False,False,2300,1266,1470,,0,1000,0,1300,0,0,0,0
John Culberson,R,2012,TX,07,True,True,842045,846831,32396,,26190,429772,379398,0,6685,424956,2750,0
James Cargas,D,2012,TX,07,False,False,76900,75854,1046,,15527,52198,0,5750,3425,40335,250,3050
Kevin Brady,R,2012,TX,08,True,True,1385894,1268522,317258,,5754,252562,1104932,0,22645,244470,4500,10750
Neil Burns,D,2012,TX,08,False,False,14936,10871,4064,,3408,3325,2178,6000,25,1250,0,0
Al Green,D,2012,TX,09,True,True,351713,365844,175473,,8218,169155,159965,0,14376,116150,5500,47045
Steve Mueller,R,2012,TX,09,False,False,3788,4009,-45,,900,2800,0,88,0,2800,0,0
Michael McCaul,R,2012,TX,10,True,True,1124340,1075667,28425,,21501,595569,499704,0,7566,587117,250,4750
Tawana Cadien,D,2012,TX,10,False,False,47568,51855,-4287,,4327,4868,18100,15040,5233,3333,0,785
Mike Conaway,R,2012,TX,11,True,True,1350630,1206228,606061,,60942,570856,687890,0,30942,622757,1250,3385
John Ulstrom,I,2012,TX,11,False,False,8748,4136,4832,,708,189,0,7850,759,0,0,0
Kay Granger,R,2012,TX,12,True,True,1375457,1369512,119143,,45151,746047,580214,0,4045,735790,2740,4020
Dave Robinson,D,2012,TX,12,False,False,10785,10784,0,,2760,800,500,4125,2600,800,0,0
Mac Thornberry,R,2012,TX,13,True,True,1092129,870521,461600,,62616,571502,449802,0,8210,537125,500,0
Randy Weber,R,2012,TX,14,False,True,1334236,1289706,44530,,23180,670358,400538,229000,11161,669698,13561,11900
Nick Lampson,D,2012,TX,14,False,False,1187775,1175039,12736,,101122,717777,353500,5,15371,593588,0,3900
Ruben Hinojosa,D,2012,TX,15,True,True,592033,849921,176684,,6965,268300,312800,0,3968,210200,3250,2000
Dale Brueggemann,R,2012,TX,15,False,False,33575,31991,1128,,0,16136,0,16939,2975,11600,0,200
Benjamin Perez,I,2012,TX,15,False,False,4000,1692,2307,,0,0,0,4000,0,0,0,0
Beto O'Rourke,D,2012,TX,16,False,True,685661,618526,66920,,97576,491354,88909,2622,5200,480231,700,520
Barbara Carrasco,R,2012,TX,16,False,False,132479,132575,-96,,12801,67128,0,50000,2550,65728,0,0
Bill Flores,R,2012,TX,17,True,True,1301529,1059095,206122,,35171,716189,526072,0,24097,720154,500,0
Sheila Jackson Lee,D,2012,TX,18,True,True,600451,554810,160294,,3984,309817,286450,0,200,284167,25650,0
Sean Seibert,R,2012,TX,18,False,False,46945,43013,3931,,14799,21146,1000,10000,0,18546,900,0
Maurice Duhon,I,2012,TX,18,False,False,1173,1115,57,,0,988,0,184,1,200,0,0
Randy Neugebauer,R,2012,TX,19,True,True,1561331,1319609,891335,,29173,659935,858980,0,13244,627626,3000,15500
Joaquin Castro,D,2012,TX,20,False,True,1494023,1346968,147054,,74952,864499,519359,35000,212,814877,12650,21950
David L Rosa,R,2012,TX,20,False,False,54402,57952,-3813,,6954,27750,1500,18160,843,25326,1750,200
Lamar Smith,R,2012,TX,21,True,True,1727472,1705681,876559,,55816,746367,916561,0,8728,698227,250,33650
Candace Duval,D,2012,TX,21,False,False,56858,56932,-1047,,17597,32639,5122,1000,500,15860,2500,2500
Pete Olson,R,2012,TX,22,True,True,1439597,1244947,147062,,24710,677205,733842,0,3840,737546,5750,13300
Kesha Rogers,D,2012,TX,22,False,False,40303,40373,159,,21085,13382,5150,0,686,10576,0,1701
Quico Canseco,R,2012,TX,23,True,False,2712704,2534135,319533,,89472,1195904,1340213,0,87115,1192435,11050,9611
Pete Gallego,D,2012,TX,23,False,True,1802830,1767938,34892,,147120,1184066,449401,0,22243,1109083,19500,31900
Kenny Marchant,R,2012,TX,24,True,True,829632,742252,505375,,11589,233566,535765,0,48712,204016,0,0
Tim Rusk,D,2012,TX,24,False,False,6252,6176,75,,1209,1708,600,0,2735,1500,0,0
Roger Williams,R,2012,TX,25,False,True,3102683,3035074,67609,,40215,1316360,278121,330000,1137987,3418660,12800,34200
Michael Burgess,R,2012,TX,26,True,True,1054607,990101,95435,,12438,169802,865250,0,7117,147832,500,17250
David Sanchez,D,2012,TX,26,False,False,11274,10226,1048,,4142,2686,0,1596,2850,2585,0,0
Blake Farenthold,R,2012,TX,27,True,True,1153105,1182936,1473,,51299,606318,462269,0,33219,632340,250,100
Rose Meza Harrison,D,2012,TX,27,False,False,399641,390919,8722,,38483,280375,65100,4250,11432,177820,0,1500
Willaim Bret Baldwin,I,2012,TX,27,False,False,68232,72581,33387,,1272,9634,0,55738,1588,8625,0,0
Henry Cuellar,D,2012,TX,28,True,True,1672433,1279636,745370,,19131,828809,792498,17250,14745,797627,5650,15000
Gene Green,D,2012,TX,29,True,True,1012295,721459,869756,,23525,160725,823950,0,4095,146150,5000,0
Eddie Bernice Johnson,D,2012,TX,30,True,True,779237,882303,67820,,23390,236340,518496,1000,12,230190,0,1250
Travis Washington Jr.,R,2012,TX,30,False,False,9800,7705,223,,5219,3794,0,787,0,2000,500,750
John Carter,R,2012,TX,31,True,True,885684,757983,464659,,9041,437585,433433,0,5626,429146,1000,0
Pete Sessions,R,2012,TX,32,True,True,1836552,1716843,1118703,,21545,672049,1087927,0,55030,689923,2500,1000
Katherine McGovern,D,2012,TX,32,False,False,79196,78647,-2184,,13077,30111,3450,24698,7860,25556,0,4150
Seth Hollist,L,2012,TX,32,False,False,5462,5462,0,,2206,250,0,1982,1023,250,0,0
Marc Veasey,D,2012,TX,33,False,True,1219902,1198195,21707,,42243,665706,503178,0,8775,646968,2700,2750
Chuck Bradley,R,2012,TX,33,False,False,12983,12983,2490,,7483,1600,0,5000,0,0,0,0
Filemon Vela,D,2012,TX,34,False,True,876684,772098,104586,,8605,410581,155850,301614,35,395485,11650,4550
Jessica Puente-Bradshaw,R,2012,TX,34,False,False,101589,81634,18175,,14180,71409,0,16000,0,30710,15542,6901
Lloyd Doggett,D,2012,TX,35,True,True,1744503,1977380,2610460,,133914,1083695,413290,0,113605,1056745,7500,9050
Susan Narvaiz,R,2012,TX,35,False,False,182999,181597,1403,,19859,153267,8384,215,1274,141342,6500,0
Steve Stockman,R,2012,TX,36,False,True,365285,361604,3680,,19852,108777,144000,90000,2655,97800,1000,200
Max Martin,D,2012,TX,36,False,False,2597,2701,41,,1501,2112,0,485,136,900,0,0
